"cb_flag","dec","decstr","discoverymethod","elat","elon","glat","glon","hd_name","hip_name","hostname","pl_bmasse","pl_bmassj","pl_bmassprov","pl_cmasse","pl_cmassj","pl_dens","pl_eqt","pl_imppar","pl_insol","pl_letter","pl_masse","pl_massj","pl_msinie","pl_msinij","pl_name","pl_occdep","pl_orbeccen","pl_orbincl","pl_orblper","pl_orbper","pl_orbsmax","pl_orbtper","pl_projobliq","pl_rade","pl_radj","pl_ratdor","pl_ratror","pl_rvamp","pl_trandep","pl_trandur","pl_tranmid","pl_trueobliq","pl_tsystemref","ra","rastr","soltype","st_age","st_dens","st_logg","st_lum","st_mass","st_met","st_metratio","st_rad","st_radv","st_rotp","st_spectype","st_teff","st_vsin","sy_dist","sy_plx","sy_pm","sy_pmdec","sy_pmra","sy_pnum","sy_snum","ttv_flag","pl_eqt_normalized","pl_insol_normalized","pl_orbsmax_normalized","id","phi_estimated"
0,40.3660239,"+40d21m57.69s","Transit",61.72204,301.70262,12.8219,71.96201,NA,NA,"Kepler-1576",NA,NA,NA,NA,NA,NA,NA,NA,156.61,"b",NA,NA,NA,NA,"Kepler-1576 b",NA,NA,NA,NA,NA,NA,NA,NA,0.895,0.08,NA,NA,NA,NA,NA,NA,NA,NA,289.0739641,"19h16m17.75s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,5723,NA,460.91,2.14073,3.5903638,-3.0983,-1.81418,1,1,0,NA,1,NA,722,0.715106081679255
0,40.3660239,"+40d21m57.69s","Transit",61.72204,301.70262,12.8219,71.96201,NA,NA,"Kepler-1576",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1576 b",NA,NA,NA,NA,6.98471012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.99338,NA,"BJD",289.0739641,"19h16m17.75s","Published Confirmed",NA,1.5997,4.48,-0.063,1.01,0.305,"[M/H]",0.96,NA,NA,NA,5674.51,NA,460.91,2.14073,3.5903638,-3.0983,-1.81418,1,1,0,NA,NA,NA,723,0.716318133635025
0,47.0165188,"+47d00m59.47s","Transit",68.64894,301.88746,17.23201,77.49514,NA,NA,"Kepler-1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1583 b",NA,NA,NA,NA,9.32807355,NA,NA,NA,0.6,0.054,NA,0.0059,NA,NA,3.936,2454965.8532,NA,"JD",286.3869335,"19h05m32.86s","Published Confirmed",4.27,NA,4.49,NA,0.94,-0.07,"[Fe/H]",0.91,NA,NA,NA,5645,NA,403.933,2.44685,24.5984158,-24.496,2.24233,1,1,0,NA,NA,NA,724,0.703904185097325
0,47.0165188,"+47d00m59.47s","Transit",68.64894,301.88746,17.23201,77.49514,NA,NA,"Kepler-1583",NA,NA,NA,NA,NA,NA,NA,NA,124.31,"b",NA,NA,NA,NA,"Kepler-1583 b",NA,NA,NA,NA,NA,NA,NA,NA,0.699,0.062,NA,NA,NA,NA,NA,NA,NA,NA,286.3869335,"19h05m32.86s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,5471,NA,403.933,2.44685,24.5984158,-24.496,2.24233,1,1,0,NA,1,NA,725,0.709093306455967
0,47.0165188,"+47d00m59.47s","Transit",68.64894,301.88746,17.23201,77.49514,NA,NA,"Kepler-1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1583 b",NA,NA,NA,NA,9.32802207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.85772,NA,"BJD",286.3869335,"19h05m32.86s","Published Confirmed",NA,1.1232,4.37,-0.018,0.97,0.009,"[M/H]",1.07,NA,NA,NA,5529.03,NA,403.933,2.44685,24.5984158,-24.496,2.24233,1,1,0,NA,NA,NA,726,0.708594503412213
0,44.5630457,"+44d33m46.96s","Transit",63.91865,315.59434,10.02584,78.17318,NA,NA,"Kepler-1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1585 b",NA,NA,NA,NA,3.5827463,NA,NA,NA,1.79,0.16,NA,0.0181,NA,NA,1.541,2454967.94912,NA,"JD",296.1589897,"19h44m38.16s","Published Confirmed",4.37,NA,4.5,NA,0.94,0.08,"[Fe/H]",0.91,NA,NA,NA,5538,NA,944.465,1.03152,10.0870141,-8.66941,-5.15647,1,1,0,NA,NA,NA,727,0.709592351726908
0,44.9258585,"+44d55m33.09s","Transit",63.65229,318.92755,8.93302,79.20915,NA,NA,"Kepler-1586",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1586 b",NA,NA,NA,NA,15.60481412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.00586,NA,"BJD",298.2026236,"19h52m48.63s","Published Confirmed",NA,1.3518,4.45,0.183,1.19,-0.23,"[M/H]",1.07,NA,NA,NA,6190.32,NA,552.55,1.78099,7.5807532,4.57648,6.04348,1,1,0,NA,NA,NA,728,0.0191255633685404
0,48.0021967,"+48d00m07.91s","Transit",69.16948,306.06144,16.44589,78.93826,NA,NA,"Kepler-1588",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1588 b",NA,NA,NA,NA,7.84931739,NA,NA,NA,0.76,0.068,NA,0.00721,NA,NA,3.736,2454967.87654,NA,"JD",288.2327232,"19h12m55.85s","Published Confirmed",5.5,NA,4.43,NA,0.96,-0.14,"[Fe/H]",0.99,NA,NA,NA,5817,NA,924.141,1.05335,4.7313051,3.0711,3.59911,1,1,0,NA,NA,NA,729,0.695856638928695
0,48.0178915,"+48d01m04.41s","Transit",68.39255,311.52623,14.50514,79.83412,NA,NA,"Kepler-1590",NA,NA,NA,NA,NA,NA,NA,NA,171.48,"b",NA,NA,NA,NA,"Kepler-1590 b",NA,NA,NA,NA,NA,NA,NA,NA,0.964,0.086,NA,NA,NA,NA,NA,NA,NA,NA,291.4079141,"19h25m37.90s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,5707,NA,771.152,1.26804,14.3867666,0.951007,14.3553,1,1,0,NA,1,NA,730,0.734604786089114
0,48.0178915,"+48d01m04.41s","Transit",68.39255,311.52623,14.50514,79.83412,NA,NA,"Kepler-1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1590 b",NA,NA,NA,NA,7.61764438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454970.49489,NA,"BJD",291.4079141,"19h25m37.90s","Published Confirmed",NA,1.6023,4.49,0.063,1.11,NA,NA,0.99,NA,NA,NA,6010,NA,771.152,1.26804,14.3867666,0.951007,14.3553,1,1,0,NA,NA,NA,731,0.733089850324174
0,47.9619127,"+47d57m42.89s","Transit",67.73697,315.08958,13.14169,80.43622,NA,NA,"Kepler-1594",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1594 b",NA,NA,NA,NA,2.71603809,NA,NA,NA,1.06,0.095,NA,0.00942,NA,NA,1.859,2454965.35913,NA,"JD",293.6230451,"19h34m29.53s","Published Confirmed",3.89,NA,4.39,NA,1.06,0.03,"[Fe/H]",1.08,NA,NA,NA,5946,NA,976.868,0.995227,2.9224982,-0.242739,-2.9124,1,1,0,NA,NA,NA,732,0.746048824877851
0,47.9619127,"+47d57m42.89s","Transit",67.73697,315.08958,13.14169,80.43622,NA,NA,"Kepler-1594",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1594 b",NA,NA,NA,NA,2.71603169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.36183,NA,"BJD",293.6230451,"19h34m29.53s","Published Confirmed",NA,1.6333,4.49,0,1.06,NA,NA,0.97,NA,NA,NA,5857,NA,976.868,0.995227,2.9224982,-0.242739,-2.9124,1,1,0,NA,NA,NA,733,0.744588284226972
0,47.9619127,"+47d57m42.89s","Transit",67.73697,315.08958,13.14169,80.43622,NA,NA,"Kepler-1594",NA,NA,NA,NA,NA,NA,NA,NA,672.41,"b",NA,NA,NA,NA,"Kepler-1594 b",NA,NA,NA,NA,NA,NA,NA,NA,0.959,0.086,NA,NA,NA,NA,NA,NA,NA,NA,293.6230451,"19h34m29.53s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,6010,NA,976.868,0.995227,2.9224982,-0.242739,-2.9124,1,1,0,NA,1,NA,734,0.741057392208081
0,49.3300866,"+49d19m48.31s","Transit",71.01827,302.50114,18.57532,79.55824,NA,NA,"Kepler-1596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1596 b",NA,NA,NA,NA,66.373379,NA,NA,NA,1.9,0.17,NA,0.01894,NA,NA,11.181,2455007.0161,NA,"JD",285.5575066,"19h02m13.80s","Published Confirmed",3.89,NA,4.49,NA,0.95,-0.11,"[Fe/H]",0.92,NA,NA,NA,5706,NA,2146.23,0.435728,3.2081763,2.67088,-1.7773,1,1,0,NA,NA,NA,735,0.696481149621266
0,46.7836464,"+46d47m01.13s","Transit",67.96994,305.329,15.82723,77.83275,NA,NA,"Kepler-1598",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1598 b",NA,NA,NA,NA,4.34195123,NA,NA,NA,0.95,0.085,NA,0.00806,NA,NA,2.696,2454967.18495,NA,"JD",288.469107,"19h13m52.59s","Published Confirmed",3.8,NA,4.39,NA,1.07,0.04,"[Fe/H]",1.09,NA,NA,NA,5940,NA,619.862,1.58453,9.0790475,-8.94751,1.53986,1,1,0,NA,NA,NA,736,0.708880006769838
0,46.7836464,"+46d47m01.13s","Transit",67.96994,305.329,15.82723,77.83275,NA,NA,"Kepler-1598",NA,NA,NA,NA,NA,NA,NA,NA,308.46,"b",NA,NA,NA,NA,"Kepler-1598 b",NA,NA,NA,NA,NA,NA,NA,NA,0.799,0.071,NA,NA,NA,NA,NA,NA,NA,NA,288.469107,"19h13m52.59s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,5763,NA,619.862,1.58453,9.0790475,-8.94751,1.53986,1,1,0,NA,1,NA,737,0.702059733751625
0,46.7836464,"+46d47m01.13s","Transit",67.96994,305.329,15.82723,77.83275,NA,NA,"Kepler-1598",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1598 b",NA,NA,NA,NA,4.34198014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.18147,NA,"BJD",288.469107,"19h13m52.59s","Published Confirmed",NA,1.6963,4.5,-0.039,1.04,0.067,"[M/H]",0.95,NA,NA,NA,5781.61,NA,619.862,1.58453,9.0790475,-8.94751,1.53986,1,1,0,NA,NA,NA,738,0.701539743098834
0,41.1511886,"+41d09m04.28s","Transit",63.04221,297.64024,15.11555,71.79761,NA,NA,"Kepler-1599",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1599 b",NA,NA,NA,NA,122.363553,NA,NA,NA,1.62,0.145,NA,0.01466,NA,NA,9.32,2454967.3327,NA,"JD",286.2208685,"19h04m53.01s","Published Confirmed",4.27,NA,4.45,NA,0.99,0.02,"[Fe/H]",0.99,NA,NA,NA,5767,NA,1328.2,0.724168,8.2190926,-7.64142,-3.02691,1,1,0,NA,NA,NA,739,0.713971376690594
0,42.8692755,"+42d52m09.39s","Transit",64.39672,301.17534,14.73466,73.9027,NA,NA,"Kepler-160",NA,NA,NA,NA,NA,NA,NA,NA,396.62,"b",NA,NA,NA,NA,"Kepler-160 b",NA,NA,NA,NA,NA,NA,NA,NA,1.848,0.165,NA,NA,NA,NA,NA,NA,NA,NA,287.773573,"19h11m05.66s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,5616,NA,937.013,1.03851,6.2646593,-5.21191,3.47591,3,1,0,NA,1,NA,740,0.719911795452394
0,42.8692755,"+42d52m09.39s","Transit",64.39672,301.17534,14.73466,73.9027,NA,NA,"Kepler-160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-160 b",NA,NA,NA,NA,4.30920108,NA,NA,NA,1.99,0.178,NA,0.01884,NA,NA,1.052,2454967.07526,NA,"JD",287.773573,"19h11m05.66s","Published Confirmed",4.07,NA,4.47,NA,0.97,-0.01,"[Fe/H]",0.95,NA,NA,NA,5711,NA,937.013,1.03851,6.2646593,-5.21191,3.47591,3,1,0,NA,NA,NA,741,0.715850394740081
0,42.8692755,"+42d52m09.39s","Transit",64.39672,301.17534,14.73466,73.9027,NA,NA,"Kepler-160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-160 b",NA,NA,NA,NA,4.30938644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.02988,NA,"BJD",287.773573,"19h11m05.66s","Published Confirmed",NA,1.1022,4.37,0.019,0.99,NA,NA,1.08,NA,NA,NA,5609,NA,937.013,1.03851,6.2646593,-5.21191,3.47591,3,1,0,NA,NA,NA,742,0.71945351521588
0,42.8692755,"+42d52m09.39s","Transit",64.39672,301.17534,14.73466,73.9027,NA,NA,"Kepler-160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-160 b",NA,NA,NA,NA,4.30940223,NA,NA,NA,NA,NA,NA,NA,NA,0.0243,3.237,2454967.03284,NA,"BJD",287.773573,"19h11m05.66s","Published Confirmed",NA,1.1022,4.37,0.019,0.99,NA,NA,1.08,NA,NA,NA,5609,NA,937.013,1.03851,6.2646593,-5.21191,3.47591,3,1,0,NA,NA,NA,743,0.71945351521588
0,42.8692755,"+42d52m09.39s","Transit",64.39672,301.17534,14.73466,73.9027,NA,NA,"Kepler-160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c",NA,NA,NA,NA,"Kepler-160 c",NA,NA,NA,NA,13.69941722,NA,NA,NA,3.41,0.304,NA,0.03285,NA,NA,4.3343,2455004.480444,NA,"JD",287.773573,"19h11m05.66s","Published Confirmed",4.07,NA,4.47,NA,0.97,-0.01,"[Fe/H]",0.95,NA,NA,NA,5711,NA,937.013,1.03851,6.2646593,-5.21191,3.47591,3,1,1,NA,NA,NA,744,0.00616650857879947
0,42.8692755,"+42d52m09.39s","Transit",64.39672,301.17534,14.73466,73.9027,NA,NA,"Kepler-160",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c",NA,NA,NA,NA,"Kepler-160 c",NA,NA,NA,NA,13.69944373,NA,NA,NA,NA,NA,NA,NA,NA,0.1224,4.5613,2454977.079729,NA,"BJD",287.773573,"19h11m05.66s","Published Confirmed",NA,1.1022,4.37,0.019,0.99,NA,NA,1.08,NA,NA,NA,5609,NA,937.013,1.03851,6.2646593,-5.21191,3.47591,3,1,1,NA,NA,NA,745,0.0127462620002584
0,42.8692755,"+42d52m09.39s","Transit",64.39672,301.17534,14.73466,73.9027,NA,NA,"Kepler-160",NA,NA,NA,NA,NA,NA,NA,NA,84.85,"c",NA,NA,NA,NA,"Kepler-160 c",NA,NA,NA,NA,NA,NA,NA,NA,3.768,0.336,NA,NA,NA,NA,NA,NA,NA,NA,287.773573,"19h11m05.66s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,5616,NA,937.013,1.03851,6.2646593,-5.21191,3.47591,3,1,1,NA,1,NA,746,0.00624780770232269
0,38.079839,"+38d04m47.42s","Transit",60.17743,295.04115,14.40649,68.65619,NA,NA,"Kepler-1601",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1601 b",NA,NA,NA,NA,2.20921799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454964.9089,NA,"BJD",285.5129496,"19h02m03.11s","Published Confirmed",NA,1.3214,4.43,0.085,1.08,NA,NA,1.05,NA,NA,NA,5920,NA,644.456,1.52288,13.5823324,13.4578,-1.83504,1,1,0,NA,NA,NA,747,0.712343138868856
0,38.079839,"+38d04m47.42s","Transit",60.17743,295.04115,14.40649,68.65619,NA,NA,"Kepler-1601",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1601 b",NA,NA,NA,NA,2.20921951,NA,NA,NA,0.82,0.073,NA,0.00739,NA,NA,2.73,2454964.90843,NA,"JD",285.5129496,"19h02m03.11s","Published Confirmed",4.27,NA,4.4,NA,1.04,0.05,"[Fe/H]",1.07,NA,NA,NA,5869,NA,644.456,1.52288,13.5823324,13.4578,-1.83504,1,1,0,NA,NA,NA,748,0.709421445942703
0,38.079839,"+38d04m47.42s","Transit",60.17743,295.04115,14.40649,68.65619,NA,NA,"Kepler-1601",NA,NA,NA,NA,NA,NA,NA,NA,999.75,"b",NA,NA,NA,NA,"Kepler-1601 b",NA,NA,NA,NA,NA,NA,NA,NA,0.828,0.074,NA,NA,NA,NA,NA,NA,NA,NA,285.5129496,"19h02m03.11s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,5752,NA,644.456,1.52288,13.5823324,13.4578,-1.83504,1,1,0,NA,1,NA,749,0.709421445942703
0,40.4275396,"+40d25m39.14s","Transit",60.74905,308.54717,9.76833,73.56095,NA,NA,"Kepler-1602",NA,NA,NA,NA,NA,NA,NA,NA,124.51,"b",NA,NA,NA,NA,"Kepler-1602 b",NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.095,NA,NA,NA,NA,NA,NA,NA,NA,293.5808607,"19h34m19.41s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA,6044,NA,629.804,1.55899,10.3657304,10.0071,2.70302,1,1,0,NA,1,NA,750,0.632986264247498
0,43.0732287,"+43d04m23.62s","Transit",64.87128,299.01216,15.75379,73.68234,NA,NA,"Kepler-1606",NA,NA,NA,NA,NA,NA,324,0.48,1.56,"b",NA,NA,NA,NA,"Kepler-1606 b",NA,NA,89.814,NA,196.4356,0.6421,NA,NA,2.23,0.199,151.8,0.0225,NA,0.0605,9.4,2455006.704,NA,"BJD",286.3782987,"19h05m30.79s","Published Confirmed",9.4,1.19,4.49,-0.171,0.92,0.12,"[Fe/H]",0.92,NA,NA,NA,5461,NA,831.287,1.17453,3.7005232,0.372671,3.68171,1,1,0,0.62,0.9,0.623263157894737,751,0.710619027048384
0,49.7277506,"+49d43m39.90s","Transit",68.45248,321.77821,12.24637,82.93231,NA,NA,"Kepler-1611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1611 b",NA,NA,NA,NA,5.1762429,NA,NA,NA,0.81,0.072,NA,0.00845,NA,NA,5.15,2454966.7437,NA,"JD",296.5120204,"19h46m02.88s","Published Confirmed",5.01,NA,4.49,NA,0.94,0.01,"[Fe/H]",0.93,NA,NA,NA,5605,NA,908.444,NA,11.5779788,2.20485,11.3661,1,1,0,NA,NA,NA,752,0.700359660653891
0,45.6550536,"+45d39m18.19s","Transit",66.24329,308.9623,13.61034,77.57698,NA,NA,"Kepler-1612",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1612 b",NA,NA,NA,NA,3.91795101,NA,NA,NA,1.03,0.092,NA,0.00989,NA,NA,2.586,2454965.86406,NA,"JD",291.2503022,"19h25m00.07s","Published Confirmed",4.57,NA,4.48,NA,0.96,0.03,"[Fe/H]",0.94,NA,NA,NA,5643,NA,764.726,1.27914,6.2912148,-4.92642,3.91277,1,1,0,NA,NA,NA,753,0.738820996111407
0,45.6550536,"+45d39m18.19s","Transit",66.24329,308.9623,13.61034,77.57698,NA,NA,"Kepler-1612",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1612 b",NA,NA,NA,NA,3.91794852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.86467,NA,"BJD",291.2503022,"19h25m00.07s","Published Confirmed",NA,1.8864,4.52,-0.188,0.96,NA,NA,0.9,NA,NA,NA,5474,NA,764.726,1.27914,6.2912148,-4.92642,3.91277,1,1,0,NA,NA,NA,754,0.737244159671106
0,49.7758867,"+49d46m33.19s","Transit",71.58471,301.64109,19.14605,79.84006,NA,NA,"Kepler-1614",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1614 b",NA,NA,NA,NA,3.94665133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.24161,NA,"BJD",284.8713893,"18h59m29.13s","Published Confirmed",NA,1.483,4.43,-0.271,0.86,NA,NA,0.94,NA,NA,NA,5107,NA,1191.19,0.811097,3.9797876,0.506698,3.9474,1,1,0,NA,NA,NA,755,0.696313026102377
0,49.7758867,"+49d46m33.19s","Transit",71.58471,301.64109,19.14605,79.84006,NA,NA,"Kepler-1614",NA,NA,NA,NA,NA,NA,NA,NA,276.37,"b",NA,NA,NA,NA,"Kepler-1614 b",NA,NA,NA,NA,NA,NA,NA,NA,1.574,0.14,NA,NA,NA,NA,NA,NA,NA,NA,284.8713893,"18h59m29.13s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,5381,NA,1191.19,0.811097,3.9797876,0.506698,3.9474,1,1,0,NA,1,NA,756,0.693091536882187
0,42.2273971,"+42d13m38.63s","Transit",64.05821,298.47029,15.43982,72.86678,NA,NA,"Kepler-1615",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1615 b",NA,NA,NA,NA,47.3126192,NA,NA,NA,2.06,0.184,NA,0.01771,NA,NA,10.652,2454979.3247,NA,"JD",286.3592066,"19h05m26.21s","Published Confirmed",3.89,NA,4.42,NA,1.04,0.06,"[Fe/H]",1.05,NA,NA,NA,5865,NA,1393.83,0.688644,10.0521146,-9.11173,-4.24516,1,1,0,NA,NA,NA,757,0.710896925312738
0,44.4221528,"+44d25m19.75s","Transit",66.30124,298.7435,16.71563,74.79049,NA,NA,"Kepler-1619",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1619 b",NA,NA,NA,NA,23.6225913,NA,NA,NA,0.76,0.068,NA,0.0069,NA,NA,6.544,2454979.9602,NA,"JD",285.703595,"19h02m48.86s","Published Confirmed",4.27,NA,4.44,NA,1,-0.07,"[Fe/H]",1,NA,NA,NA,5852,NA,734.85,1.332,42.6374473,38.423,18.4831,1,1,0,NA,NA,NA,758,0.709642496613869
0,43.7239693,"+43d43m26.29s","Transit",62.82858,316.49147,8.91719,77.82088,NA,NA,"Kepler-162",NA,NA,NA,NA,NA,NA,NA,0.27,NA,"b",NA,NA,NA,NA,"Kepler-162 b",NA,NA,NA,NA,6.919798,0.069,NA,NA,1.26,0.112,NA,NA,NA,NA,3.339,2454967.11914,NA,"BJD",297.2789115,"19h49m06.94s","Published Confirmed",NA,NA,4.44,NA,NA,NA,NA,0.96,NA,NA,NA,5816,NA,855.641,1.14023,9.1900702,-9.13224,-1.02936,2,1,0,NA,NA,0.02,759,0.0513370192404568
0,43.7239693,"+43d43m26.29s","Transit",62.82858,316.49147,8.91719,77.82088,NA,NA,"Kepler-162",NA,NA,NA,NA,NA,NA,NA,0.54,NA,"c",NA,NA,NA,NA,"Kepler-162 c",NA,NA,NA,NA,19.446355,0.137,NA,NA,3.03,0.27,NA,NA,NA,NA,3.527,2455003.10194,NA,"BJD",297.2789115,"19h49m06.94s","Published Confirmed",NA,NA,4.44,NA,NA,NA,NA,0.96,NA,NA,NA,5816,NA,855.641,1.14023,9.1900702,-9.13224,-1.02936,2,1,0,NA,NA,0.0915789473684211,760,0.0513370192404568
0,39.5560655,"+39d33m21.84s","Transit",59.8,308.71095,9.02309,72.95966,NA,NA,"Kepler-1623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1623 b",NA,NA,NA,NA,4.36128348,NA,NA,NA,1.31,0.117,NA,0.01236,NA,NA,2.058,2454965.52717,NA,"JD",294.082697,"19h36m19.85s","Published Confirmed",4.27,NA,4.44,NA,1,0.04,"[Fe/H]",1,NA,NA,NA,5772,NA,837.481,1.16562,4.9936711,-4.41775,-2.32814,1,1,0,NA,NA,NA,761,0.707482368725284
0,39.8865068,"+39d53m11.42s","Transit",59.76899,310.8705,8.26713,73.74999,NA,NA,"Kepler-1625",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1625 b",NA,NA,NA,NA,287.378949,NA,NA,NA,6.06,0.541,NA,0.059,NA,NA,18.886,2455181.82981,NA,"JD",295.429322,"19h41m43.04s","Published Confirmed",4.37,NA,4.48,NA,0.96,0.01,"[Fe/H]",0.94,NA,NA,NA,5677,NA,2310.11,0.40645,5.2566557,-4.7991,-2.14501,1,1,0,NA,NA,NA,762,0.67836038124749
0,43.7743281,"+43d46m27.58s","Transit",66.55032,288.75148,20.19416,72.70897,NA,NA,"Kepler-1629",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-1629 b",NA,NA,NA,NA,3.87595807,NA,NA,NA,0.77,0.069,NA,0.00699,NA,NA,2.226,2454967.84448,NA,"JD",280.2066276,"18h40m49.59s","Published Confirmed",4.27,NA,4.44,NA,1.01,0.05,"[Fe/H]",1.01,NA,NA,NA,5776,NA,336.09,2.94668,4.6485697,3.39731,3.17293,1,1,0,NA,NA,NA,763,0.71033826697868
0,46.9873389,"+46d59m14.42s","Transit",66.46044,316.20956,11.87083,79.97327,NA,NA,"Kepler-163",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-163 b",NA,NA,NA,NA,7.81104673,NA,NA,NA,1.15,0.103,NA,0.01064,NA,NA,3.147,2454965.29968,NA,"JD",295.0027458,"19h40m00.66s","Published Confirmed",4.27,NA,4.47,NA,0.98,0.02,"[Fe/H]",0.96,NA,NA,NA,5705,NA,689.814,1.42108,10.6877873,-4.43867,-9.7225,2,1,0,NA,NA,NA,764,0.75396212593046
0,46.9873389,"+46d59m14.42s","Transit",66.46044,316.20956,11.87083,79.97327,NA,NA,"Kepler-163",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,NA,NA,"Kepler-163 b",NA,NA,NA,NA,7.81104769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.29781,NA,"BJD",295.0027458,"19h40m00.66s","Published Confirmed",NA,1.4486,4.44,-0.138,0.94,0.141,"[M/H]",0.97,NA,NA,NA,5410.9,NA,689.814,1.42108,10.6877873,-4.43867,-9.7225,2,1,0,NA,NA,NA,765,0.75396212593046
0,46.9873389,"+46d59m14.42s","Transit",66.46044,316.20956,11.87083,79.97327,NA,NA,"Kepler-163",NA,NA,NA,NA,NA,NA,NA,NA,115.61,"b",NA,NA,NA,NA,"Kepler-163 b",NA,NA,NA,NA,NA,NA,NA,NA,1.156,0.103,NA,NA,NA,NA,NA,NA,NA,NA,295.0027458,"19h40m00.66s","Published Confirmed",NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,5390,NA,689.814,1.42108,10.6877873,-4.43867,-9.7225,2,1,0,NA,1,NA,766,0.754982261937509
