pl_name,hostname,pl_letter,hd_name,hip_name,sy_snum,sy_pnum,cb_flag,discoverymethod,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx
Kepler-131 b,Kepler-131,b,NA,NA,1,2,0,Transit,Published Confirmed,16.092,NA,2.41,0.215,16.13,0.051,NA,NA,NA,NA,16.13,0.051,Mass,6,NA,NA,NA,NA,2455003.59795,BJD,0,0.79,NA,NA,NA,0.02126,NA,NA,NA,3.95,NA,NA,NA,5685,1.03,1.02,0.12,[Fe/H],NA,4.42,3.66,1.44,0.4,NA,NA,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,13.43665,72.3236,62.38912,301.19343,15.3655751,6.35965,13.9877,228.678,4.34425
Kepler-131 b,Kepler-131,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,2.101,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,13.43665,72.3236,62.38912,301.19343,15.3655751,6.35965,13.9877,228.678,4.34425
Kepler-131 c,Kepler-131,c,NA,NA,1,2,0,Transit,Published Confirmed,25.51571026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454987.44067,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5755,1.03,1.03,0.13,[M/H],0.022,4.42,NA,1.3227,NA,NA,NA,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,13.43665,72.3236,62.38912,301.19343,15.3655751,6.35965,13.9877,228.678,4.34425
Kepler-131 c,Kepler-131,c,NA,NA,1,2,0,Transit,Published Confirmed,25.5170646,NA,0.79,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454987.42272,JD,0,NA,NA,5.141,NA,0.00738,NA,NA,NA,NA,NA,NA,NA,5811,1.03,1.04,0.1,[Fe/H],NA,4.43,3.72,NA,NA,NA,NA,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,13.43665,72.3236,62.38912,301.19343,15.3655751,6.35965,13.9877,228.678,4.34425
Kepler-131 c,Kepler-131,c,NA,NA,1,2,0,Transit,Published Confirmed,25.51682997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454961.920828,BJD,0,NA,0.007,5.3829,NA,NA,NA,NA,NA,NA,NA,NA,NA,5755,1.03,1.03,0.13,[M/H],0.022,4.42,NA,1.3227,NA,NA,NA,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,13.43665,72.3236,62.38912,301.19343,15.3655751,6.35965,13.9877,228.678,4.34425
Kepler-131 c,Kepler-131,c,NA,NA,1,2,0,Transit,Published Confirmed,25.5169,NA,0.84,0.075,8.25,0.026,NA,NA,NA,NA,8.25,0.026,Mass,77.7,NA,NA,NA,NA,2454987.42342,BJD,0,0.27,NA,NA,NA,0.00739,NA,NA,NA,3.58,NA,NA,NA,5685,1.03,1.02,0.12,[Fe/H],NA,4.42,3.66,1.44,0.4,NA,NA,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,13.43665,72.3236,62.38912,301.19343,15.3655751,6.35965,13.9877,228.678,4.34425
Kepler-131 c,Kepler-131,c,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,0.818,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,13.43665,72.3236,62.38912,301.19343,15.3655751,6.35965,13.9877,228.678,4.34425
Kepler-1312 b,Kepler-1312,b,NA,NA,1,2,0,Transit,Published Confirmed,5.44832529,NA,2.1,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.49031,JD,0,NA,NA,2.2251,NA,0.02109,NA,NA,NA,NA,NA,NA,NA,5719,0.92,0.99,-0.02,[Fe/H],NA,4.51,2,NA,NA,NA,NA,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,10.45737,73.89554,61.47446,308.05265,9.4664424,8.29013,-4.57026,299.104,3.31466
Kepler-1312 b,Kepler-1312,b,NA,NA,1,2,0,Transit,Published Confirmed,5.44832426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454954.593502,BJD,0,NA,0.0544,2.5872,NA,NA,NA,NA,NA,NA,NA,NA,NA,5602.86,0.95,0.99,0.083,[M/H],-0.099,4.48,NA,1.6438,NA,NA,NA,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,10.45737,73.89554,61.47446,308.05265,9.4664424,8.29013,-4.57026,299.104,3.31466
Kepler-1312 b,Kepler-1312,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,2.158,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5756,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,10.45737,73.89554,61.47446,308.05265,9.4664424,8.29013,-4.57026,299.104,3.31466
Kepler-1312 b,Kepler-1312,b,NA,NA,1,2,0,Transit,Published Confirmed,5.44832207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.49123,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5602.86,0.95,0.99,0.083,[M/H],-0.099,4.48,NA,1.6438,NA,NA,NA,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,10.45737,73.89554,61.47446,308.05265,9.4664424,8.29013,-4.57026,299.104,3.31466
Kepler-1312 c,Kepler-1312,c,NA,NA,1,2,0,Transit,Published Confirmed,1.11611998,NA,1.027,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5721,0.91,0.98,0.02,[Fe/H],NA,4.52,NA,1.9618,NA,NA,NA,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,10.45737,73.89554,61.47446,308.05265,9.4664424,8.29013,-4.57026,299.104,3.31466
Kepler-132 b,Kepler-132,b,NA,NA,2,4,0,Transit,Published Confirmed,6.17828255,NA,1.07,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455001.84889,JD,0,NA,NA,3.18,NA,0.00912,NA,NA,NA,NA,NA,NA,NA,6023,1.1,1.03,-0.13,[Fe/H],NA,4.37,4.37,NA,NA,NA,NA,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,17.26662,71.10178,63.73573,292.85445,23.6662207,-23.5,-2.8,349.549,NA
Kepler-132 c,Kepler-132,c,NA,NA,2,4,0,Transit,Published Confirmed,6.41490515,NA,1.31,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455002.64097,JD,0,NA,NA,3.3187,NA,0.01091,NA,NA,NA,NA,NA,NA,NA,6023,1.1,1.03,-0.13,[Fe/H],NA,4.37,4.37,NA,NA,NA,NA,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,17.26662,71.10178,63.73573,292.85445,23.6662207,-23.5,-2.8,349.549,NA
Kepler-132 d,Kepler-132,d,NA,NA,2,4,0,Transit,Published Confirmed,18.01017554,NA,1.43,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455012.4233,JD,0,NA,NA,2.9532,NA,0.01235,NA,NA,NA,NA,NA,NA,NA,6023,1.1,1.03,-0.13,[Fe/H],NA,4.37,4.37,NA,NA,NA,NA,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,17.26662,71.10178,63.73573,292.85445,23.6662207,-23.5,-2.8,349.549,NA
Kepler-132 e,Kepler-132,e,NA,NA,2,4,0,Transit,Published Confirmed,110.2869374,NA,1.18,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455072.21903,JD,0,NA,NA,4.442,NA,0.00995,NA,NA,NA,NA,NA,NA,NA,6023,1.1,1.03,-0.13,[Fe/H],NA,4.37,4.37,NA,NA,NA,NA,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,17.26662,71.10178,63.73573,292.85445,23.6662207,-23.5,-2.8,349.549,NA
Kepler-1322 b,Kepler-1322,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,1.827,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651.42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5698,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h32m49.08s,293.2045009,+45d26m07.41s,45.4353919,12.28194,77.98305,65.53498,311.87947,3.7786283,-0.601849,-3.73039,1350.32,0.712904
Kepler-1322 b,Kepler-1322,b,NA,NA,1,2,0,Transit,Published Confirmed,0.96286869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.12232,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5425,1.01,0.94,NA,NA,-0.101,4.4,NA,1.2928,NA,NA,NA,19h32m49.08s,293.2045009,+45d26m07.41s,45.4353919,12.28194,77.98305,65.53498,311.87947,3.7786283,-0.601849,-3.73039,1350.32,0.712904
Kepler-1325 b,Kepler-1325,b,NA,NA,1,1,0,Transit,Published Confirmed,33.87863998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454993.213965,BJD,0,NA,0.0738,5.3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,5470,0.95,0.96,NA,NA,-0.136,4.46,NA,1.5684,NA,NA,NA,19h00m04.12s,285.0171505,+42d05m07.12s,42.085312,16.30493,72.33509,64.1656,296.18161,15.8473121,-11.7439,-10.6404,973.368,0.998791
Kepler-1325 b,Kepler-1325,b,NA,NA,1,1,0,Transit,Published Confirmed,33.87892126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454993.21144,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5470,0.95,0.96,NA,NA,-0.136,4.46,NA,1.5684,NA,NA,NA,19h00m04.12s,285.0171505,+42d05m07.12s,42.085312,16.30493,72.33509,64.1656,296.18161,15.8473121,-11.7439,-10.6404,973.368,0.998791
Kepler-1325 b,Kepler-1325,b,NA,NA,1,1,0,Transit,Published Confirmed,33.8786838,NA,2.86,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454993.21784,JD,0,NA,NA,5.811,NA,0.02868,NA,NA,NA,NA,NA,NA,NA,5550,0.91,0.93,0.01,[Fe/H],NA,4.5,4.79,NA,NA,NA,NA,19h00m04.12s,285.0171505,+42d05m07.12s,42.085312,16.30493,72.33509,64.1656,296.18161,15.8473121,-11.7439,-10.6404,973.368,0.998791
Kepler-1325 b,Kepler-1325,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,3.053,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.15,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5533,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h00m04.12s,285.0171505,+42d05m07.12s,42.085312,16.30493,72.33509,64.1656,296.18161,15.8473121,-11.7439,-10.6404,973.368,0.998791
Kepler-1327 b,Kepler-1327,b,NA,NA,1,1,0,Transit,Published Confirmed,14.88801098,NA,1.8,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454974.93758,JD,0,NA,NA,5.062,NA,0.01557,NA,NA,NA,NA,NA,NA,NA,5885,1.03,1.02,-0.03,[Fe/H],NA,4.42,4.07,NA,NA,NA,NA,19h16m15.55s,289.0648073,+50d27m39.31s,50.4609183,16.88243,81.52687,71.24295,310.28673,23.5209262,-11.4087,-20.5688,678.069,1.4459
Kepler-1327 b,Kepler-1327,b,NA,NA,1,1,0,Transit,Published Confirmed,14.88794229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454974.940846,BJD,0,NA,0.0275,5.2139,NA,NA,NA,NA,NA,NA,NA,NA,NA,5718.08,1.06,1.02,-0.295,[M/H],0.036,4.39,NA,1.1995,NA,NA,NA,19h16m15.55s,289.0648073,+50d27m39.31s,50.4609183,16.88243,81.52687,71.24295,310.28673,23.5209262,-11.4087,-20.5688,678.069,1.4459
Kepler-1327 b,Kepler-1327,b,NA,NA,1,1,0,Transit,Published Confirmed,14.88777821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454974.95521,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5718.08,1.06,1.02,-0.295,[M/H],0.036,4.39,NA,1.1995,NA,NA,NA,19h16m15.55s,289.0648073,+50d27m39.31s,50.4609183,16.88243,81.52687,71.24295,310.28673,23.5209262,-11.4087,-20.5688,678.069,1.4459
Kepler-1328 b,Kepler-1328,b,NA,NA,1,1,0,Transit,Published Confirmed,4.52158888,NA,0.98,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454966.21655,JD,0,NA,NA,3.4897,NA,0.00944,NA,NA,NA,NA,NA,NA,NA,5780,0.99,1,0,[Fe/H],NA,4.44,4.57,NA,NA,NA,NA,18h58m42.09s,284.6753857,+44d25m03.80s,44.417722500000004,17.39709,74.50415,66.4881,296.96982,7.7617497,-1.07454,-7.68701,813.543,1.20042
Kepler-1330 b,Kepler-1330,b,NA,NA,1,1,0,Transit,Published Confirmed,10.10769068,NA,1.65,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.10813,JD,0,NA,NA,3.657,NA,0.01644,NA,NA,NA,NA,NA,NA,NA,5608,0.94,0.97,0.08,[Fe/H],NA,4.48,4.9,NA,NA,NA,NA,19h22m18.41s,290.5767116,+39d57m24.81s,39.9568913,11.60884,72.08629,61.00618,303.76198,1.8035428,-0.67958,-1.67061,1720.48,0.552647
Kepler-1332 b,Kepler-1332,b,NA,NA,1,1,0,Transit,Published Confirmed,11.87458418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454973.211747,BJD,0,NA,0.0241,2.1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,5541.94,0.93,0.97,-0.052,[M/H],-0.137,4.49,NA,1.7305,NA,NA,NA,19h24m06.87s,291.0286411,+43d54m49.34s,43.9137055,13.01204,75.88873,64.66355,307.15771,11.7042736,10.0215,6.04645,528.685,1.86266
Kepler-1332 b,Kepler-1332,b,NA,NA,1,1,0,Transit,Published Confirmed,11.87470071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454973.20215,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5541.94,0.93,0.97,-0.052,[M/H],-0.137,4.49,NA,1.7305,NA,NA,NA,19h24m06.87s,291.0286411,+43d54m49.34s,43.9137055,13.01204,75.88873,64.66355,307.15771,11.7042736,10.0215,6.04645,528.685,1.86266
Kepler-1332 b,Kepler-1332,b,NA,NA,1,1,0,Transit,Published Confirmed,11.87456832,NA,1.37,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454973.21371,JD,0,NA,NA,1.9902,NA,0.01381,NA,NA,NA,NA,NA,NA,NA,5581,0.9,0.95,0,[Fe/H],NA,4.51,3.24,NA,NA,NA,NA,19h24m06.87s,291.0286411,+43d54m49.34s,43.9137055,13.01204,75.88873,64.66355,307.15771,11.7042736,10.0215,6.04645,528.685,1.86266
Kepler-1332 b,Kepler-1332,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,1.395,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5581,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h24m06.87s,291.0286411,+43d54m49.34s,43.9137055,13.01204,75.88873,64.66355,307.15771,11.7042736,10.0215,6.04645,528.685,1.86266
Kepler-1333 b,Kepler-1333,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,3.134,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5319,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h34m06.62s,293.5275797,+41d06m41.02s,41.111394,10.11879,74.15853,61.40816,308.93321,11.6532365,-6.77245,-9.48324,932.446,1.04501
Kepler-1333 b,Kepler-1333,b,NA,NA,1,1,0,Transit,Published Confirmed,109.6471842,NA,2.81,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455023.67583,JD,0,NA,NA,6.248,NA,0.02827,NA,NA,NA,NA,NA,NA,NA,5628,0.92,0.94,-0.04,[Fe/H],NA,4.49,4.57,NA,NA,NA,NA,19h34m06.62s,293.5275797,+41d06m41.02s,41.111394,10.11879,74.15853,61.40816,308.93321,11.6532365,-6.77245,-9.48324,932.446,1.04501
Kepler-1334 b,Kepler-1334,b,NA,NA,1,1,0,Transit,Published Confirmed,15.64585493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454979.0508,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5674,1.07,1.01,NA,NA,0.028,4.39,NA,1.1681,NA,NA,NA,19h17m14.77s,289.311532,+51d19m15.26s,51.3209059,17.06557,82.42034,71.96115,311.86486,12.1645215,4.907,11.1309,1223.04,0.788915
Kepler-1334 b,Kepler-1334,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.492,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.36,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5891,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h17m14.77s,289.311532,+51d19m15.26s,51.3209059,17.06557,82.42034,71.96115,311.86486,12.1645215,4.907,11.1309,1223.04,0.788915
Kepler-1334 b,Kepler-1334,b,NA,NA,1,1,0,Transit,Published Confirmed,15.64591713,NA,2.29,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454979.04844,JD,0,NA,NA,4.012,NA,0.02304,NA,NA,NA,NA,NA,NA,NA,5614,0.91,0.94,-0.03,[Fe/H],NA,4.5,4.27,NA,NA,NA,NA,19h17m14.77s,289.311532,+51d19m15.26s,51.3209059,17.06557,82.42034,71.96115,311.86486,12.1645215,4.907,11.1309,1223.04,0.788915
Kepler-1334 b,Kepler-1334,b,NA,NA,1,1,0,Transit,Published Confirmed,15.646068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454979.041801,BJD,0,NA,0.0621,4.0996,NA,NA,NA,NA,NA,NA,NA,NA,NA,5674,1.07,1.01,NA,NA,0.028,4.39,NA,1.1681,NA,NA,NA,19h17m14.77s,289.311532,+51d19m15.26s,51.3209059,17.06557,82.42034,71.96115,311.86486,12.1645215,4.907,11.1309,1223.04,0.788915
Kepler-1338 b,Kepler-1338,b,NA,NA,1,1,0,Transit,Published Confirmed,0.93511806,NA,0.92,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.19931,JD,0,NA,NA,1.542,NA,0.00771,NA,NA,NA,NA,NA,NA,NA,5909,1.05,1.04,0,[Fe/H],NA,4.41,3.8,NA,NA,NA,NA,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,16.83471,71.67921,63.95508,294.36479,21.2063498,-7.20709,-19.9441,753.26,1.29886
Kepler-1339 b,Kepler-1339,b,NA,NA,1,1,0,Transit,Published Confirmed,1.34155513,NA,0.71,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.7388,JD,0,NA,NA,1.7009,NA,0.007,NA,NA,NA,NA,NA,NA,NA,5586,0.93,0.94,0.01,[Fe/H],NA,4.47,5.62,NA,NA,NA,NA,18h54m58.98s,283.7457695,+48d22m24.49s,48.373469,19.37193,78.17886,70.47124,298.17209,18.0777016,-14.5359,10.7476,371.049,2.66794
Kepler-134 b,Kepler-134,b,NA,NA,1,2,0,Transit,Published Confirmed,5.31743938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.8755,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819.72,1.05,1.05,-0.207,[M/H],0.061,4.41,NA,1.262,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-134 b,Kepler-134,b,NA,NA,1,2,0,Transit,Published Confirmed,5.31743891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454957.019069,BJD,0,NA,0.028,3.1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819.72,1.05,1.05,-0.207,[M/H],0.061,4.41,NA,1.262,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-134 b,Kepler-134,b,NA,NA,1,2,0,Transit,Published Confirmed,5.31743542,NA,1.75,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.876374,JD,0,NA,NA,2.8875,NA,0.01542,NA,NA,NA,NA,NA,NA,NA,5983,1.07,1.06,-0.04,[Fe/H],NA,4.4,3.55,NA,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-134 b,Kepler-134,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,1.792,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.37,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5918,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-134 c,Kepler-134,c,NA,NA,1,2,0,Transit,Published Confirmed,10.10575303,NA,1.17,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.50924,JD,0,NA,NA,2.019,NA,0.00975,NA,NA,NA,NA,NA,NA,NA,5983,1.07,1.06,-0.04,[Fe/H],NA,4.4,3.55,NA,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-134 c,Kepler-134,c,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,1.188,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.09,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5918,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-134 c,Kepler-134,c,NA,NA,1,2,0,Transit,Published Confirmed,10.10575384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.50874,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819.72,1.05,1.05,-0.207,[M/H],0.061,4.41,NA,1.262,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-134 c,Kepler-134,c,NA,NA,1,2,0,Transit,Published Confirmed,10.1056726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454958.407708,BJD,0,NA,0.0116,2.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819.72,1.05,1.05,-0.207,[M/H],0.061,4.41,NA,1.262,NA,NA,NA,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,19.1886473,12.8889,14.2155,334.797,2.95812
Kepler-1340 b,Kepler-1340,b,NA,NA,1,1,0,Transit,Published Confirmed,0.66502709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454964.65832,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6014,1.02,1.11,NA,NA,0.087,4.47,NA,1.4834,NA,NA,NA,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,8.97851,76.33824,61.97,313.92657,2.6012357,2.57396,0.375709,981.779,0.990413
Kepler-1340 b,Kepler-1340,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,1.054,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4793,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5909,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,8.97851,76.33824,61.97,313.92657,2.6012357,2.57396,0.375709,981.779,0.990413
Kepler-1342 b,Kepler-1342,b,NA,NA,1,1,0,Transit,Published Confirmed,2.21571036,NA,1.66,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454964.82215,JD,0,NA,NA,1.8915,NA,0.01669,NA,NA,NA,NA,NA,NA,NA,5527,0.9,0.93,0.03,[Fe/H],NA,4.51,4.37,NA,NA,NA,NA,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,8.93878,77.47076,62.63529,315.86364,4.7043161,-0.531015,-4.67425,890.724,1.09517
